query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570069.1,,fwd,72278,73189,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.6e-05,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.1e-05,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.085,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084515010.1,,fwd,73234,75153,PF00501,AMP-binding  AMP-binding enzyme,1.2e-61,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570140.1,,fwd,75159,75434,NO PFAM MATCH,,,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570071.1,,fwd,75434,76492,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,3.3e-38,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,6e-29,PF13460,NAD_binding_10  NAD(P)H-binding,3.7e-18,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570073.1,,fwd,76521,77708,NO PFAM MATCH,,,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570142.1,,fwd,77749,79884,PF03176,MMPL  MMPL family,7.6e-66,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570075.1,,rev,79910,80770,PF00590,TP_methylase  Tetrapyrrole (Corrin/Porphyrin) Methylases,1.2e-25,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084515012.1,,fwd,81201,82754,PF16192,PMT_4TMC  C-terminal four TMM region of protein-O-mannosyltransferase,9.2e-21,PF02366,PMT  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.7e-14,PF13231,PMT_2  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.7e-07,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963258.1,,rev,382343,383746,PF01520,Amidase_3  N-acetylmuramoyl-L-alanine amidase,2.1e-32,PF10428,SOG2  RAM signalling pathway protein,4.5,,,,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963259.1,,fwd,384472,384876,NO PFAM MATCH,,,,,,,,,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084491415.1,,fwd,385379,386485,PF10509,GalKase_gal_bdg  Galactokinase galactose-binding signature,7.5e-16,PF08544,GHMP_kinases_C  GHMP kinases C terminal,7.3e-13,PF00288,GHMP_kinases_N  GHMP kinases N terminal domain,3.5e-11,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963261.1,,fwd,386519,387268,PF00106,adh_short  short chain dehydrogenase,6e-38,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,6.3e-29,PF08659,KR  KR domain,2.9e-15,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963262.1,,fwd,387597,388646,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.4e-12,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.6e-09,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.099,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963263.1,,fwd,388657,389562,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,0.00015,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0004,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.052,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963264.1,,fwd,389559,391229,PF00501,AMP-binding  AMP-binding enzyme,5.8e-59,,,,,,,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084491477.1,,fwd,391247,391516,NO PFAM MATCH,,,,,,,,,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963265.1,,fwd,391513,392553,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,9.6e-38,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.1e-27,PF13460,NAD_binding_10  NAD(P)H-binding,7.6e-22,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963266.1,,fwd,392574,393767,NO PFAM MATCH,,,,,,,,,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_063917402.1,,fwd,393764,395908,PF03176,MMPL  MMPL family,1.5e-68,,,,,,,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963267.1,,fwd,395905,396306,PF03061,4HBT  Thioesterase superfamily,2.6e-16,PF13622,4HBT_3  Thioesterase-like superfamily,0.00083,PF14539,DUF4442  Domain of unknown function (DUF4442),0.0017,
WP_062963264.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_062963268.1,,rev,396322,397251,PF00107,ADH_zinc_N  Zinc-binding dehydrogenase,1.8e-15,PF13602,ADH_zinc_N_2  Zinc-binding dehydrogenase,1.2e-07,PF08240,ADH_N  Alcohol dehydrogenase GroES-like domain,0.00033,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445944.1,,fwd,442550,443512,PF00005,ABC_tran  ABC transporter,4.5e-26,PF13304,AAA_21  AAA domain  putative AbiEii toxin  Type IV TA system,2e-12,PF13732,DUF4162  Domain of unknown function (DUF4162),5.1e-06,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445945.1,,fwd,443542,444366,PF01061,ABC2_membrane  ABC-2 type transporter,1.4e-26,PF12698,ABC2_membrane_3  ABC-2 family transporter protein,1.1e-10,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445946.1,,fwd,444377,445777,NO PFAM MATCH,,,,,,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084472333.1,,rev,445797,446420,PF05610,DUF779  Protein of unknown function (DUF779),4e-10,,,,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445948.1,,fwd,446765,447814,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.4e-09,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3e-08,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445950.1,,fwd,447824,448723,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.8e-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.00033,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445953.1,,fwd,448720,450378,PF00501,AMP-binding  AMP-binding enzyme,3.6e-65,,,,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445958.1,,fwd,450375,451418,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.4e-38,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,3.5e-28,PF13460,NAD_binding_10  NAD(P)H-binding,2.7e-20,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445959.1,,fwd,451479,452681,NO PFAM MATCH,,,,,,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445960.1,,fwd,452717,452896,NO PFAM MATCH,,,,,,,,,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445961.1,,rev,453280,454752,PF00291,PALP  Pyridoxal-phosphate dependent enzyme,2.9e-67,PF00107,ADH_zinc_N  Zinc-binding dehydrogenase,5e-05,PF00571,CBS  CBS domain,0.058,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445962.1,,fwd,454964,455704,PF09339,HTH_IclR  IclR helix-turn-helix domain,2.6e-17,PF01614,IclR  Bacterial transcriptional regulator,2.9e-09,PF12802,MarR_2  MarR family,0.0016,
WP_067445953.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067445964.1,,fwd,456032,457114,PF09084,NMT1  NMT1/THI5 like,1.6e-22,PF13379,NMT1_2  NMT1-like family,6.2e-15,PF12974,Phosphonate-bd  ABC transporter  phosphonate  periplasmic substrate-binding protein,9.8e-07,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166278.1,,rev,8773,9603,PF00106,adh_short  short chain dehydrogenase,1.4e-45,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,3.2e-33,PF08659,KR  KR domain,7.2e-10,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166279.1,,rev,9634,11205,PF00171,Aldedh  Aldehyde dehydrogenase family,8.5e-137,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166280.1,,fwd,11460,12134,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.7e-09,PF02796,HTH_7  Helix-turn-helix domain of resolvase,2.9e-05,PF13384,HTH_23  Homeodomain-like domain,0.0012,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166281.1,,rev,12177,13670,PF00743,FMO-like  Flavin-binding monooxygenase-like,1.4e-12,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,5.5e-10,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,6.2e-09,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166282.1,,fwd,14231,15280,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.9e-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,2.5e-08,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166283.1,,fwd,15289,16188,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3.8e-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0002,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166284.1,,fwd,16185,17864,PF00501,AMP-binding  AMP-binding enzyme,6.1e-64,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166311.1,,fwd,17861,18142,NO PFAM MATCH,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166285.1,,fwd,18106,19185,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,6.7e-42,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,1.8e-28,PF07993,NAD_binding_4  Male sterility protein,1.5e-21,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166286.1,,fwd,19211,20410,NO PFAM MATCH,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166287.1,,fwd,20407,22521,PF03176,MMPL  MMPL family,7.2e-70,PF00873,ACR_tran  AcrB/AcrD/AcrF family,0.00013,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166288.1,,fwd,22709,22912,NO PFAM MATCH,,,,,,,,,
WP_069166284.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_069166312.1,,rev,22942,23976,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,7.2e-22,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,7.4e-08,PF00890,FAD_binding_2  FAD binding domain,7.9e-07,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479392.1,,fwd,236,919,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,1.9e-09,PF13384,HTH_23  Homeodomain-like domain,0.00043,PF02796,HTH_7  Helix-turn-helix domain of resolvase,0.002,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479412.1,,rev,932,1837,PF00106,adh_short  short chain dehydrogenase,3.2e-44,PF13561,adh_short_C2  Enoyl-(Acyl carrier protein) reductase,5.5e-36,PF08659,KR  KR domain,1.5e-11,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479394.1,,fwd,2014,2676,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,9.1e-05,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479396.1,,rev,2793,4286,PF00743,FMO-like  Flavin-binding monooxygenase-like,9.5e-14,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,2.5e-11,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,3e-11,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479398.1,,fwd,4871,5920,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.9e-13,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.7e-08,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.004,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479400.1,,fwd,5929,6843,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.6e-05,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,0.0005,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479402.1,,fwd,6840,8513,PF00501,AMP-binding  AMP-binding enzyme,1.2e-60,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479404.1,,fwd,8517,8798,NO PFAM MATCH,,,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479406.1,,fwd,8795,9841,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,4.8e-41,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2e-30,PF07993,NAD_binding_4  Male sterility protein,3.5e-22,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479408.1,,fwd,9868,11067,NO PFAM MATCH,,,,,,,,,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479410.1,,fwd,11064,13178,PF03176,MMPL  MMPL family,2.1e-66,PF09679,TraQ  Type-F conjugative transfer system pilin chaperone (TraQ),0.17,PF12326,EOS1  N-glycosylation protein,0.31,
WP_067479402.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067479411.1,,rev,13506,14813,PF13604,AAA_30  AAA domain,3.6e-31,PF13245,AAA_19  AAA domain,5.8e-26,PF13538,UvrD_C_2  UvrD-like helicase C-terminal domain,4.3e-16,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482470.1,,rev,269410,270597,PF00067,p450  Cytochrome P450,1.9e-09,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780016.1,,rev,270594,272519,PF00733,Asn_synthase  Asparagine synthase,8.8e-73,PF13537,GATase_7  Glutamine amidotransferase domain,2.2e-39,PF13522,GATase_6  Glutamine amidotransferase domain,4.1e-33,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482472.1,,rev,272521,274017,PF03007,WES_acyltransf  Wax ester synthase-like Acyl-CoA acyltransferase domain,7.9e-53,PF06974,DUF1298  Protein of unknown function (DUF1298),6.6e-28,PF00668,Condensation  Condensation domain,0.13,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780022.1,,rev,273911,275287,PF00067,p450  Cytochrome P450,5.6e-86,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482505.1,,fwd,275635,276606,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.3e-09,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.6e-08,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.013,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482474.1,,fwd,276613,277521,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,8.2e-06,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,1e-05,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482476.1,,fwd,277464,279233,PF00501,AMP-binding  AMP-binding enzyme,3e-54,PF08922,DUF1905  Domain of unknown function (DUF1905),0.027,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482478.1,,fwd,279230,280258,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.3e-41,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,8.7e-30,PF13460,NAD_binding_10  NAD(P)H-binding,6.2e-21,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084482480.1,,fwd,280289,281695,PF00067,p450  Cytochrome P450,2.3e-67,,,,,,,
WP_084482476.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780034.1,,fwd,281692,283173,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,3.9e-15,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,2e-14,PF00743,FMO-like  Flavin-binding monooxygenase-like,8.5e-14,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780963.1,,fwd,51499,52140,PF13460,NAD_binding_10  NAD(P)H-binding,9.7e-30,PF05368,NmrA  NmrA-like family,6.2e-09,PF01113,DapB_N  Dihydrodipicolinate reductase  N-terminus,3.9e-06,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780966.1,,rev,52378,52767,NO PFAM MATCH,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780969.1,,rev,52872,53747,PF00582,Usp  Universal stress protein family,1.3e-49,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780971.1,,rev,53860,55986,PF03176,MMPL  MMPL family,6.3e-65,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780974.1,,rev,56076,57269,NO PFAM MATCH,,,,,,,,,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780977.1,,rev,57292,58335,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,1.5e-43,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,6.4e-31,PF13460,NAD_binding_10  NAD(P)H-binding,2e-22,
WP_067780980.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067780980.1,,rev,58643,60322,PF00501,AMP-binding  AMP-binding enzyme,5.6e-63,PF13193,AMP-binding_C  AMP-binding enzyme C-terminal domain,0.0062,,,,
